No.;name;comment;price;sizes;availability;expiry;Visibility;Revise;category;image
#60902;BP-B,12015,GP;Armband mit diamantierten Kreisen und Plättchen;16,50€;15,5+3cm;;;visible;;22,27,6;/60902
#60901;BP-B,12008;Armband mit Kreisen;9,50€;15,5+3cm;;;visible;;22,27,319,6;/60901
#60900;BP-B,12008,GP;Armband mit Kreisen;10,50€;15,5+3cm;;;visible;;22,27,319,6;/60900
#60896;BP-B,11978,GP;Armband 4reihig;11,50€;16,5+3cm;;;visible;;22,27,6;/60896
#60895;BP-B,11901,GP;Armband 2reihig mit Plättchen;10,00€;15,5+3cm;SALE;;visible;;228,22,27,6;/60895
#60894;BP-B,11873.JPEG;Armband mit Kreis und Plättchen;13,50€;15,5+3cm;;;visible;;22,27,319,6;/60894
#60890;NP870;Collier mit Blumen;21,25€;42+3cm;NEW;2023. 03. 31.;visible;;#NV;/60890
#60889;NP870,GP;Collier mit Blumen;26,50€;42+3cm;NEW;2023. 03. 31.;visible;;#NV;/60889
#60888;NP868-GP;Collier mit Blumen;27,25€;42+3cm;NEW;2023. 03. 31.;visible;;#NV;/60888
#60887;NP868;Collier mit Blumen;21,50€;42+3cm;NEW;2023. 03. 31.;visible;;#NV;/60887
#60886;NP860ST, GP;Collier mit Blumen;20,75€;36-45cm;;;visible;;#NV;/60886
#60884;MG0,60-D,23;Collier klassisch;24,75€;40+5cm;;;visible;;26;/60884
#60883;MG0,60-D,23,GP;Collier klassisch;32,75€;40+5cm;;;visible;;26;/60883
#60882;MG0,60;Collier klassisch;25,75€;40+5cm;;;visible;;26;/60882
#60880;MG0,40;Collier klassisch;14,50€;40+4cm;;;visible;;26;/60880
#60879;NS157;Collier mit 3 Perlmuttblumen, beidseitig;27,00€;42+3cm;;;visible;;#NV;/60879
#60878;NS156-GP;Collier mit Perlmuttblume, beidseitig;24,25€;42+3cm;;;visible;;#NV;/60878
#60877;NS156;Collier mit Perlmuttblume, beidseitig;18,25€;42+3cm;;;visible;;#NV;/60877
#60876;BP-B,11810;Armband mit Kugeln und Plättchen;8,50€;15,5+3cm;;;visible;;22,27,6;/60876
#60875;BP439ST;Kugelarmband mit kleinem Plättchen;10,50€;77 Kugeln à 2,5mm, elastisch;;;visible;;22,27,6;/60875
#60874;BP439ST,BEISPIEL;verschiedene Kugelarmbänder (verschiedene Preise);10,50€;;NEW;;visible;;22,27,6;/60874
